MotorPowerKw,MotorSpeed,PumpRate,TimePumpOn,CasingFriction
69.54,199,60,105.6,1447.64
69.42,199,61.1,108.8,1451.43
69.29,199,61.3,112,1448.06
69.17,199,59.7,115.2,1448.37
69.05,199,61.6,118.4,1450.26
68.94,199,60.4,121.6,1448.67
68.82,198,61.2,124.8,1448.35
68.71,198,60.2,128,1450.89
68.61,198,59.6,131.2,1451.35
68.51,198,61.9,134.4,1451.13
68.41,198,58.9,137.6,1448.99
68.31,198,60.6,140.8,1449.47
68.22,198,58.5,144,1451.77
68.14,197,58.9,147.2,1449.94
68.06,197,59,150.4,1448.93
67.99,197,60.8,153.6,1450.04
67.92,197,58.7,156.8,1450.34
67.86,197,60.6,160,1448.35
67.81,197,60,163.2,1450.89
67.76,197,59.3,166.4,1446.97
67.72,197,59.3,169.6,1450.53
67.68,197,61,172.8,1451.19
67.65,197,59.9,176,1450.96
67.63,197,61.9,179.2,1450.04
67.61,197,62.2,182.4,1447.91
67.6,197,60.3,185.6,1447.96
67.6,197,61.4,188.8,1449.61
67.6,197,59.6,192,1450.3
67.62,197,62.2,195.2,1450.29
67.63,197,58.9,198.4,1447.32
67.66,197,58.7,201.6,1451.04
67.69,197,57,204.8,1448.22
67.73,197,58.6,208,1447.51
67.77,197,60.5,211.2,1450.93
67.83,197,60.5,214.4,1450.77
67.88,197,61.5,217.6,1447.68
67.95,197,63,220.8,1451.99
68.02,197,59.5,224,1450.6
68.09,197,63,227.2,1452.48
68.17,198,61.8,230.4,1453.05
68.26,198,62.4,233.6,1451.03
68.35,198,59.4,236.8,1448.77
68.44,198,61.5,240,1452.76
68.54,198,60.4,243.2,1450.31
68.64,198,58,246.4,1448.57
68.75,198,60.2,249.6,1451.27
68.86,198,59.9,252.8,1449.78
68.98,199,59.9,256,1450.71
69.1,199,58.8,259.2,1450.29
69.22,199,57.9,262.4,1450.76
69.34,199,61.6,265.6,1449.32
69.46,199,61.7,268.8,1450.89
69.59,199,58,272,1449.97
69.71,200,61.2,275.2,1449.94
69.84,200,60.1,278.4,1451.4
69.97,200,59.9,281.6,1451.72
70.1,200,60.4,284.8,1449.18
70.23,200,60,288,1449.13
70.35,200,62.3,291.2,1449.68
70.48,201,59.7,294.4,1452
70.6,201,58.8,297.6,1448.65
70.73,201,58.6,300.8,1450.99
70.85,201,59.3,304,1449.01
70.97,201,60,307.2,1450.59
71.08,201,58.9,310.4,1451.42
71.2,202,59.9,313.6,1451.67
71.31,202,60.7,316.8,1450.45
71.41,202,60,320,1449.52
71.51,202,62.9,323.2,1449.58
71.61,202,59.9,326.4,1448.88
71.7,202,59.4,329.6,1449.19
71.79,202,59.1,332.8,1449.92
71.87,203,60.9,336,1450.75
71.95,203,61.4,339.2,1452.02
72.02,203,58.5,342.4,1450.54
72.09,203,60,345.6,1450.94
72.15,203,60,348.8,1450.57
72.2,203,59.3,352,1451.59
72.25,203,59.1,355.2,1447.98
72.29,203,62,358.4,1450.84
72.33,203,60.2,361.6,1449.14
72.35,203,62.2,364.8,1448.81
72.38,203,60.6,368,1447.42
72.39,203,58.5,371.2,1447.46
72.4,203,59.4,374.4,1449.95
72.4,203,59.3,377.6,1450.68
72.39,203,61.2,380.8,1449.33
72.38,203,60.9,384,1450.84
72.36,203,60.7,387.2,1451.76
72.34,203,62,390.4,1449.26
72.3,203,61.2,393.6,1447.81
72.26,203,57.4,396.8,1450.93
72.22,203,60.1,400,1448.99
72.17,203,60.9,403.2,1448.44
72.11,203,57.9,406.4,1448.53
72.04,203,58.6,409.6,1448.77
71.97,203,60.7,412.8,1451.41
71.9,203,60.1,416,1449.42
71.82,202,59.9,419.2,1454.07
71.73,202,60.6,422.4,1449.3
71.64,202,60.7,425.6,1450.03
71.54,202,61.2,428.8,1449.61
71.44,202,62.5,432,1449.71
71.34,202,59.2,435.2,1449.96
71.23,202,58.8,438.4,1446.86
71.12,202,60.7,441.6,1449.36
71,201,58.4,444.8,1451.85
70.88,201,62.4,448,1452.34
70.76,201,57.5,451.2,1449.44
70.64,201,58.8,454.4,1447.26
70.52,201,60.4,457.6,1447.54
70.39,201,60.4,460.8,1446.28
70.26,200,59.4,464,1449.65
70.14,200,58.3,467.2,1448.09
70.01,200,58.5,470.4,1451.45
69.88,200,58.5,473.6,1451.98
69.75,200,60.9,476.8,1448.1
69.62,199,58,480,1450.48
69.5,199,61.5,483.2,1448.19
69.37,199,59.8,486.4,1448.12
69.25,199,58.3,489.6,1450.4
69.13,199,60.7,492.8,1450.29
69.01,199,61.1,496,1448.55
68.9,199,58,499.2,1448.51
68.78,198,61.3,502.4,1452.64
68.68,198,60.5,505.6,1450.36
68.57,198,60.7,508.8,1451.19
68.47,198,58.1,512,1450.85
68.37,198,60.3,515.2,1449.33
68.28,198,58.5,518.4,1448.42
68.19,198,60.7,521.6,1449.89
68.11,197,61.1,524.8,1448.89
68.04,197,60.6,528,1451.49
67.97,197,58.3,531.2,1447.79
67.9,197,60.9,534.4,1452.03
67.84,197,58.5,537.6,1451.31
67.79,197,60.3,540.8,1448.44
67.74,197,60.6,544,1448.05
67.7,197,60.4,547.2,1452.07
67.67,197,61.6,550.4,1450.43
67.64,197,59.7,553.6,1447.2
67.62,197,63.2,556.8,1452.06
67.61,197,59.7,560,1450.44
67.6,197,60.2,563.2,1449.17
67.6,197,60.7,566.4,1451.42
67.61,197,59.8,569.6,1446.78
67.62,197,59.8,572.8,1449.93
67.64,197,59.9,576,1450.7
67.67,197,61.8,579.2,1450.33
67.7,197,58.7,582.4,1449.43
67.74,197,59.2,585.6,1451.48
67.79,197,60.2,588.8,1447.27
67.84,197,60.4,592,1450.75
67.9,197,62,595.2,1451.99
67.97,197,58.8,598.4,1448.06
68.04,197,60.1,601.6,1449.54
68.12,197,58.6,604.8,1450.47
68.2,198,59.4,608,1450.62
68.29,198,58.2,611.2,1448.23
68.38,198,58.6,614.4,1449.8
68.48,198,60.4,617.6,1450.45
68.58,198,61.4,620.8,1448.15
68.68,198,60.7,624,1450.3
68.79,198,62.1,627.2,1448.92
68.9,199,62.5,630.4,1451.21
69.02,199,62.5,633.6,1448.01
69.14,199,59.2,636.8,1448.61
69.26,199,62.3,640,1450.51
69.38,199,60.8,643.2,1451.17
69.51,199,61.3,646.4,1451.69
69.63,200,59.1,649.6,1450.65
69.76,200,59.8,652.8,1450.09
69.89,200,60.4,656,1450.3
70.02,200,59,659.2,1450.48
70.14,200,58.1,662.4,1447.05
70.27,200,59.8,665.6,1447.4
70.4,201,60.7,668.8,1449.18
70.52,201,62.2,672,1448.66
70.65,201,58.5,675.2,1449.89
70.77,201,57,678.4,1449.66
70.89,201,61.8,681.6,1451.68
71.01,201,59.6,684.8,1447.77
71.12,202,60.4,688,1451.56
71.23,202,58.8,691.2,1449.41
71.34,202,60.6,694.4,1452.68
71.45,202,61.9,697.6,1452.31
71.55,202,61.2,700.8,1450.83
71.64,202,60.2,704,1448.04
71.73,202,60.4,707.2,1449.02
71.82,202,57.8,710.4,1452.99
71.9,203,61.7,713.6,1448.75
71.98,203,58.3,716.8,1447.7
72.05,203,59.5,720,1451.96
72.11,203,59.3,723.2,1448.12
72.17,203,60.5,726.4,1450.33
72.22,203,60.4,729.6,1452.34
72.27,203,58.8,732.8,1449.08
72.3,203,58.6,736,1448.2
72.34,203,59.5,739.2,1449.75
72.36,203,58.8,742.4,1451.9
72.38,203,60.3,745.6,1450.87
72.39,203,60.5,748.8,1450.88
72.4,203,59.2,752,1447.43
72.4,203,60.5,755.2,1449.54
72.39,203,62.1,758.4,1449.62
72.37,203,59.1,761.6,1448.77
72.35,203,59.3,764.8,1448.43
72.32,203,62.5,768,1451.1
72.29,203,59.4,771.2,1450.7
72.25,203,59.8,774.4,1448.62
72.2,203,59.2,777.6,1449.73
72.15,203,60.5,780.8,1449.64
72.08,203,60.2,784,1449.91
72.02,203,58,787.2,1449.99
71.95,203,59.4,790.4,1450.61
71.87,203,60.4,793.6,1449.32
71.79,202,60.3,796.8,1449.43
71.7,202,61,0,1452.13
71.6,202,58.9,3.2,1449.4
71.51,202,58.5,6.4,1450.22
71.4,202,61.2,9.6,1451.02
71.3,202,62.2,12.8,1449.17
71.19,202,60,16,1450.62
71.08,201,61.6,19.2,1451.58
70.96,201,60.5,22.4,1451.25
70.84,201,59,25.6,1449.12
70.72,201,60.1,28.8,1449.7
70.6,201,61.4,32,1449.81
70.47,201,59.7,35.2,1447.6
70.35,200,59.7,38.4,1446.99
70.22,200,60.5,41.6,1448.91
70.09,200,59.6,44.8,1452.24
69.96,200,59.5,48,1448.81
69.83,200,56.2,51.2,1450.13
69.71,200,59.1,54.4,1451.27
69.58,199,58.9,57.6,1449.84
69.45,199,63.1,60.8,1450.43
69.33,199,59.5,64,1450.8
69.21,199,61.2,67.2,1449.23
69.09,199,58.6,70.4,1450.5
68.97,199,58.1,73.6,1447.16
68.86,198,59.9,76.8,1447.45
68.75,198,59.9,80,1450.67
68.64,198,58.5,83.2,1449.79
68.53,198,58.3,86.4,1450.51
68.44,198,56.5,89.6,1452.08
68.34,198,57.3,92.8,1447.76
68.25,198,59.4,96,1449.67
68.17,198,61.4,99.2,1448.47
68.09,197,60.5,102.4,1447.26
68.01,197,63.6,105.6,1448.85
67.94,197,57.5,108.8,1450.47
67.88,197,59.4,112,1449.68
67.82,197,58.9,115.2,1451.15
67.77,197,58.2,118.4,1452.22
67.73,197,58.9,121.6,1450.32
67.69,197,59.1,124.8,1446.86
67.66,197,58.9,128,1451.36
67.63,197,59.9,131.2,1450.53
67.62,197,59.5,134.4,1448.02
67.6,197,61.5,137.6,1449.3
67.6,197,61.5,140.8,1450.3
67.6,197,62.6,144,1449.54
67.61,197,60.9,147.2,1452.83
67.63,197,60.9,150.4,1450.38
67.65,197,58.6,153.6,1449.85
67.68,197,59.1,156.8,1453.34
67.72,197,60.1,160,1452.57
67.76,197,60.8,163.2,1450.44
67.81,197,59.9,166.4,1447.38
67.87,197,61.3,169.6,1451.18
67.93,197,61.1,172.8,1447.95
67.99,197,61,176,1448.98
68.07,197,58.9,179.2,1449.89
68.15,197,61.1,182.4,1448.09
68.23,198,59.2,185.6,1451.87
68.32,198,59.7,188.8,1447.73
68.41,198,59.1,192,1450.65
68.51,198,59.9,195.2,1450.04
68.61,198,58.5,198.4,1449.15
68.72,198,62.3,201.6,1452.49
68.83,198,59.7,204.8,1452.17
68.94,199,59.8,208,1452.31
69.06,199,57.4,211.2,1449.21
69.18,199,62.9,214.4,1450
69.3,199,59,217.6,1448.98
69.43,199,59.3,220.8,1448.88
69.55,199,60,224,1449.27
69.68,200,62.3,227.2,1448.93
69.8,200,60.5,230.4,1450.79
69.93,200,62.4,233.6,1450.45
70.06,200,58,236.8,1448.61
70.19,200,60.5,240,1447.72
70.32,200,58.8,243.2,1449.82
70.44,201,59.8,246.4,1451.81
70.57,201,57.7,249.6,1450.83
70.69,201,58.9,252.8,1450.21
70.81,201,60.3,256,1448.06
70.93,201,55.6,259.2,1448.7
71.05,201,59.9,262.4,1451.62
71.16,202,59.5,265.6,1452.72
71.27,202,61.3,268.8,1449.77
71.38,202,61,272,1450.73
71.48,202,60.1,275.2,1448.75
71.58,202,61,278.4,1450
71.68,202,60.8,281.6,1451.47
71.76,202,60.7,284.8,1452.23
71.85,203,60,288,1450
71.93,203,59.9,291.2,1448.88
72,203,60.9,294.4,1449.99
72.07,203,60.2,297.6,1450.28
72.13,203,59.5,300.8,1446.78
72.19,203,60.1,304,1449.58
72.24,203,58,307.2,1449.29
72.28,203,62.4,310.4,1452.58
72.32,203,62,313.6,1450.77
72.35,203,60,316.8,1448.82
72.37,203,58,320,1452.68
72.39,203,60.3,323.2,1450.72
72.4,203,58.4,326.4,1451.01
72.4,203,59.3,329.6,1451.29
72.4,203,59.5,332.8,1448.62
72.39,203,60.6,336,1447.3
72.37,203,60.8,339.2,1449.7
72.34,203,57,342.4,1449.52
72.31,203,61.3,345.6,1449.24
72.28,203,61.6,348.8,1452.1
72.23,203,60.3,352,1452.61
72.18,203,60.7,355.2,1448.18
72.12,203,59.8,358.4,1451.04
72.06,203,56.3,361.6,1450.06
71.99,203,61.9,364.8,1449.27
71.92,203,59.7,368,1449.26
71.84,202,62.2,371.2,1451.65
71.75,202,60.8,374.4,1448.89
71.66,202,60.4,377.6,1451.62
71.57,202,60.2,380.8,1449.48
71.47,202,59,384,1449.79
71.37,202,60.4,387.2,1450.6
71.26,202,62.2,390.4,1449.17
71.15,202,63.1,393.6,1450.99
71.04,201,58,396.8,1447.65
70.92,201,59.7,400,1450.41
70.8,201,60.4,403.2,1450.85
70.68,201,60.2,406.4,1445.71
70.55,201,60,409.6,1447.8
70.43,201,62.4,412.8,1451.33
70.3,200,57.6,416,1449.88
70.17,200,58.1,419.2,1451.31
70.05,200,62.6,422.4,1451
69.92,200,58,425.6,1450.06
69.79,200,61.3,428.8,1451.59
69.66,200,59.3,432,1449.48
69.54,199,61.4,435.2,1451.76
69.41,199,60.8,438.4,1452.53
69.29,199,62.9,441.6,1450.8
69.17,199,59.1,444.8,1449.03
69.05,199,59.5,448,1450.55
68.93,199,61.1,451.2,1449.99
68.82,198,61,454.4,1451.54
68.71,198,60.1,457.6,1450.83
68.6,198,59.8,460.8,1448.34
68.5,198,60.7,464,1448.34
68.4,198,59.4,467.2,1446.15
68.31,198,60.3,470.4,1448.87
68.22,198,62.5,473.6,1448.59
68.14,197,60.6,476.8,1449.74
68.06,197,56.9,480,1449.1
67.99,197,57.3,483.2,1449.33
67.92,197,60,486.4,1450.15
67.86,197,59.1,489.6,1450.17
67.8,197,58.3,492.8,1449.35
67.75,197,60,496,1449.14
67.71,197,60.3,499.2,1449.57
67.68,197,59,502.4,1452.77
67.65,197,60,505.6,1448.08
67.63,197,59.4,508.8,1450.54
67.61,197,60.8,512,1450.64
67.6,197,59.7,515.2,1450.98
67.6,197,58.3,518.4,1448.79
67.61,197,60.4,521.6,1447.8
67.62,197,61.3,524.8,1450.12
67.64,197,60.6,528,1450.86
67.66,197,60.3,531.2,1447.85
67.69,197,59.4,534.4,1451.83
67.73,197,57.7,537.6,1449.16
67.78,197,58.1,540.8,1450.49
67.83,197,61.1,544,1449.04
67.89,197,60.4,547.2,1450.88
67.95,197,59.9,550.4,1450.65
68.02,197,59.7,553.6,1450.92
68.09,197,60.6,556.8,1448.67
68.18,198,60.1,560,1450.45
68.26,198,59.9,563.2,1450.57
68.35,198,62.1,566.4,1450.6
68.45,198,59.3,569.6,1449.98
68.55,198,61.5,572.8,1449.27
68.65,198,59.9,576,1451.52
68.76,198,58.6,579.2,1451.21
68.87,198,60.8,582.4,1449.67
68.98,199,59.3,585.6,1452.11
69.1,199,59.8,588.8,1450.64
69.22,199,58,592,1452.43
69.34,199,60.1,595.2,1448.86
69.47,199,57.1,598.4,1452.07
69.59,199,60,601.6,1450.14
69.72,200,58.7,604.8,1448.88
69.85,200,60.8,608,1450.49
69.98,200,61.2,611.2,1449.9
70.11,200,61.9,614.4,1452.23
70.23,200,59.6,617.6,1449.9
70.36,200,60.7,620.8,1448.54
70.49,201,61.9,624,1450.02
70.61,201,56.9,627.2,1449.9
70.73,201,57.8,630.4,1447.55
70.86,201,59,633.6,1448.8
70.97,201,59.1,636.8,1449.49
71.09,201,60.2,640,1448.66
71.2,202,58.5,643.2,1449.62
71.31,202,60.7,646.4,1451.34
71.42,202,59.8,649.6,1449.55
71.52,202,59.4,652.8,1449.19
71.62,202,60.3,656,1450.39
71.71,202,61.7,659.2,1449.09
71.8,202,59.8,662.4,1450.47
71.88,203,59.9,665.6,1450.71
71.95,203,58.3,668.8,1450.59
72.03,203,60.7,672,1448.33
72.09,203,60.3,675.2,1452.28
72.15,203,59.3,678.4,1449
72.21,203,59.4,681.6,1448.95
72.25,203,59.4,684.8,1449.86
72.29,203,58.8,688,1449.6
72.33,203,60.2,691.2,1450.87
72.36,203,57.1,694.4,1451.06
72.38,203,58.8,697.6,1450.27
72.39,203,60.9,700.8,1448.69
72.4,203,61.9,704,1451.19
72.4,203,58.5,707.2,1449.42
72.39,203,58.9,710.4,1453.55
72.38,203,59.8,713.6,1447.69
72.36,203,59,716.8,1450.22
72.33,203,60.3,720,1448.63
72.3,203,58.7,723.2,1451.13
72.26,203,58.5,726.4,1449.99
72.21,203,61,729.6,1450.03
72.16,203,56.7,732.8,1450.16
72.1,203,60.8,736,1451.45
72.04,203,60.6,739.2,1451.56
71.97,203,59.7,742.4,1448.14
71.89,203,59.1,745.6,1450.62
71.81,202,58.8,748.8,1449.74
71.72,202,60.1,752,1449.41
71.63,202,59,755.2,1451.7
71.54,202,60,758.4,1450.34
71.43,202,62.3,761.6,1448.72
71.33,202,61.5,764.8,1449.92
71.22,202,58.6,768,1448.72
71.11,202,59.4,771.2,1448.7
70.99,201,59.2,774.4,1450.16
70.88,201,59.9,777.6,1449.23
70.76,201,57.9,780.8,1449.53
70.63,201,57.6,784,1449.82
70.51,201,59.3,787.2,1450.38
70.38,201,59.6,790.4,1450.03
70.26,200,60.6,793.6,1450.44
70.13,200,59.6,796.8,1448.95
70,200,59.9,0,1448.6
69.87,200,59.7,3.2,1450.56
69.74,200,58.5,6.4,1449.09
69.62,199,59.2,9.6,1450.58
69.49,199,58.4,12.8,1450.78
69.37,199,59.9,16,1453.1
69.24,199,60.9,19.2,1450.4
69.12,199,58.9,22.4,1449.58
69.01,199,60.6,25.6,1449.99
68.89,198,60.6,28.8,1450.95
68.78,198,62.8,32,1448.91
68.67,198,61.6,35.2,1448.96
68.57,198,60.4,38.4,1451.34
68.46,198,59.3,41.6,1448.6
68.37,198,60.6,44.8,1453.58
68.28,198,57.5,48,1447.65
68.19,198,59.1,51.2,1450.07
68.11,197,58.9,54.4,1451.48
68.03,197,60.7,57.6,1449.48
67.96,197,60.2,60.8,1447.66
67.9,197,60.8,64,1449.14
67.84,197,60.1,67.2,1450.74
67.79,197,56.7,70.4,1451.72
67.74,197,59.3,73.6,1451.34
67.7,197,57.5,76.8,1447.19
67.67,197,60.8,80,1447.65
67.64,197,58.1,83.2,1449.62
67.62,197,58.6,86.4,1449.7
67.61,197,61.6,89.6,1449.91
67.6,197,60.4,92.8,1449.48
67.6,197,61.9,96,1451.49
67.61,197,59.3,99.2,1448.73
67.62,197,61.7,102.4,1447.72
67.64,197,59.1,105.6,1449.45
67.67,197,60,108.8,1450.16
67.71,197,58.6,112,1448.69
67.75,197,56.4,115.2,1449.25
67.79,197,59.4,118.4,1451.64
67.85,197,61.3,121.6,1447.55
67.91,197,59.3,124.8,1448.98
67.97,197,62.1,128,1449.63
68.05,197,60.6,131.2,1451.34
68.12,197,58.7,134.4,1449.02
68.2,198,60.2,137.6,1450.4
68.29,198,58.2,140.8,1449.63
68.38,198,62.1,144,1452.02
68.48,198,60.4,147.2,1448.61
68.58,198,61.5,150.4,1449.01
68.69,198,61.4,153.6,1453.75
68.8,198,59.3,156.8,1449.68
68.91,199,59.7,160,1451.31
69.03,199,57.4,163.2,1450.77
69.14,199,58.4,166.4,1450.36
69.27,199,60.2,169.6,1447.79
69.39,199,58.3,172.8,1448.17
69.51,199,59.1,176,1448.36
69.64,200,60.3,179.2,1451.11
69.77,200,61.5,182.4,1449.67
69.89,200,58.5,185.6,1451.78
70.02,200,63.2,188.8,1450.63
70.15,200,59.5,192,1446.9
70.28,200,60.5,195.2,1450.26
70.41,201,58.9,198.4,1449.57
70.53,201,59.7,201.6,1450.28
70.66,201,58.8,204.8,1449.48
70.78,201,59.4,208,1449.3
70.9,201,61.2,211.2,1451.86
71.02,201,59.2,214.4,1450.98
71.13,202,59,217.6,1449.68
71.24,202,60.5,220.8,1448.87
71.35,202,62.1,224,1448.87
71.45,202,58,227.2,1448.98
71.55,202,58.8,230.4,1449
71.65,202,60,233.6,1450.22
71.74,202,58.8,236.8,1447.89
71.82,202,58.4,240,1449.89
71.91,203,60.9,243.2,1448.74
71.98,203,61.3,246.4,1448.16
72.05,203,62.9,249.6,1451.1
72.11,203,61,252.8,1452.22
72.17,203,57.5,256,1449.43
72.22,203,61.7,259.2,1451.23
72.27,203,60.1,262.4,1449.78
72.31,203,58.3,265.6,1448.46
72.34,203,61.2,268.8,1450.41
72.36,203,61,272,1448.96
72.38,203,59.6,275.2,1450.99
72.39,203,59.5,278.4,1450.49
72.4,203,60.1,281.6,1450.25
72.4,203,62.3,284.8,1449.89
72.39,203,61.9,288,1451.27
72.37,203,59.8,291.2,1450.86
72.35,203,63.2,294.4,1450
72.32,203,59.3,297.6,1450.33
72.29,203,59.7,300.8,1450.77
72.25,203,59,304,1451.42
72.2,203,60.4,307.2,1448.02
72.14,203,60.1,310.4,1451.03
72.08,203,62,313.6,1449.16
72.01,203,60.8,316.8,1448.81
71.94,203,60.1,320,1452.3
71.86,203,59.7,323.2,1450.64
71.78,202,59.1,326.4,1448.45
71.69,202,59.8,329.6,1448.7
71.6,202,57.8,332.8,1448.76
71.5,202,58.3,336,1449.32
71.4,202,60.7,339.2,1449.81
71.29,202,61.3,342.4,1449.67
71.18,202,58.9,345.6,1451.1
71.07,201,60.9,348.8,1448.58
70.95,201,61.8,352,1449.62
70.83,201,58.5,355.2,1449.15
70.71,201,60.5,358.4,1449.61
70.59,201,60.9,361.6,1453.05
70.46,201,62.1,364.8,1451.26
70.34,200,61.3,368,1448.81
70.21,200,61.6,371.2,1447.4
70.08,200,62.5,374.4,1450.2
69.95,200,61.5,377.6,1450.19
69.83,200,59.4,380.8,1449.69
69.7,200,61.3,384,1451.04
69.57,199,60.2,387.2,1449.76
69.45,199,61.4,390.4,1448.76
69.32,199,59.6,393.6,1451.01
69.2,199,63.3,396.8,1447.69
69.08,199,56.8,400,1450.84
68.96,199,59.6,403.2,1451.71
68.85,198,61.8,406.4,1450.38
68.74,198,59.4,409.6,1450.63
68.63,198,58.4,412.8,1453.03
68.53,198,59.6,416,1451.81
68.43,198,58.5,419.2,1449.37
68.34,198,59.6,422.4,1447.58
68.25,198,57,425.6,1449.24
68.16,198,58.1,428.8,1449.98
68.08,197,58.6,432,1448.17
68.01,197,60.5,435.2,1448.63
67.94,197,59.6,438.4,1450.5
67.88,197,58.8,441.6,1446.55
67.82,197,59.7,444.8,1448.09
67.77,197,58.7,448,1450.33
67.72,197,60.1,451.2,1452.08
67.69,197,60.1,454.4,1451.41
67.66,197,60.6,457.6,1449.3
67.63,197,60.5,460.8,1449.18
67.61,197,62.1,464,1448.58
67.6,197,60.8,467.2,1449.15
67.6,197,58.8,470.4,1451.95
67.6,197,59.3,473.6,1448.74
67.61,197,59.4,476.8,1450.09
67.63,197,59.3,480,1448.88
67.65,197,59.2,483.2,1449.99
67.68,197,56.3,486.4,1450.6
67.72,197,58,489.6,1449.39
67.76,197,60,492.8,1451.96
67.81,197,63.3,496,1448.97
67.87,197,58.6,499.2,1449.51
67.93,197,60.8,502.4,1450.06
68,197,61.3,505.6,1451.89
68.07,197,60.1,508.8,1448.78
68.15,197,60.3,512,1452.07
68.24,198,60.6,515.2,1449.92
68.32,198,59,518.4,1451.66
68.42,198,59.9,521.6,1447.48
68.52,198,61.2,524.8,1450.65
68.62,198,59.4,528,1450.01
68.73,198,57,531.2,1449.02
68.84,198,60.1,534.4,1449.01
68.95,199,57.6,537.6,1450.01
69.07,199,60,540.8,1450.96
69.19,199,60.5,544,1448.14
69.31,199,61,547.2,1451.05
69.43,199,60.5,550.4,1449.1
69.56,199,58.8,553.6,1450.79
69.68,200,58.9,556.8,1453.61
69.81,200,62.3,560,1451.97
69.94,200,59.4,563.2,1451.43
70.07,200,57.7,566.4,1448.2
70.2,200,58.4,569.6,1448.14
70.32,200,60.7,572.8,1448.84
70.45,201,60.6,576,1448
70.57,201,59,579.2,1450.07
70.7,201,59.9,582.4,1449.06
70.82,201,60.7,585.6,1448.18
70.94,201,61.7,588.8,1451.11
71.06,201,60.9,592,1449.17
71.17,202,61.8,595.2,1450.74
71.28,202,60.2,598.4,1448.93
71.39,202,59.3,601.6,1451.26
71.49,202,60.1,604.8,1448.89
71.59,202,61.5,608,1450.14
71.68,202,60.6,611.2,1450.56
71.77,202,60.7,614.4,1449.71
71.85,203,61.2,617.6,1451.21
71.93,203,59.4,620.8,1450.42
72.01,203,61.3,624,1450.19
72.07,203,60.9,627.2,1450.6
72.13,203,60.6,630.4,1453.25
72.19,203,61.2,633.6,1449.91
72.24,203,59.8,636.8,1451.57
72.28,203,58.1,640,1450.7
72.32,203,60.6,643.2,1448.48
72.35,203,61.4,646.4,1451.84
72.37,203,59.4,649.6,1449.95
72.39,203,58.3,652.8,1451.25
72.4,203,60.2,656,1449.75
72.4,203,58.2,659.2,1448.83
72.4,203,60.6,662.4,1449.81
72.38,203,59.8,665.6,1447.82
72.37,203,59.5,668.8,1448.93
72.34,203,59.5,672,1451.84
72.31,203,59.6,675.2,1448.42
72.27,203,58.9,678.4,1450.67
72.23,203,57.6,681.6,1452.47
72.18,203,61.1,684.8,1449.67
72.12,203,61.4,688,1447.8
72.06,203,59.9,691.2,1448.6
71.99,203,58.8,694.4,1448.31
71.91,203,58.5,697.6,1448.65
71.83,202,59.1,700.8,1448.92
71.75,202,60.2,704,1451.14
71.66,202,60.1,707.2,1450.01
71.56,202,60.8,710.4,1450.15
71.47,202,59.8,713.6,1450.77
71.36,202,60.6,716.8,1451.68
71.25,202,59.1,720,1450.9
71.14,202,61.8,723.2,1450.74
71.03,201,60.2,726.4,1448.44
70.91,201,60.9,729.6,1449.28
70.79,201,59.4,732.8,1450
70.67,201,57.6,736,1451.75
70.55,201,59.3,739.2,1452.42
70.42,201,58.9,742.4,1448.92
70.29,200,61.3,745.6,1451.29
70.17,200,59.9,748.8,1448.79
70.04,200,60.3,752,1448.21
69.91,200,59.2,755.2,1449.28
69.78,200,60.2,758.4,1448.34
69.65,200,60.6,761.6,1453.08
69.53,199,58.9,764.8,1448.71
69.4,199,56.7,768,1447.6
69.28,199,60.8,771.2,1451.75
69.16,199,60.2,774.4,1449.5
69.04,199,61.8,777.6,1450.45
68.92,199,59.9,780.8,1451.34
68.81,198,60.1,784,1450.6
68.7,198,61.4,787.2,1450.42
68.6,198,62.9,790.4,1447.79
68.49,198,60.3,793.6,1450.74
68.4,198,60.7,796.8,1447.03
68.3,198,59.1,0,1450.31
68.21,198,58.8,3.2,1450.14
68.13,197,59.7,6.4,1449.72
68.05,197,61.2,9.6,1449.89
67.98,197,59.2,12.8,1452.78
67.92,197,56.6,16,1448.8
67.85,197,59.9,19.2,1450.18
67.8,197,59.6,22.4,1449.75
67.75,197,61.2,25.6,1449.35
67.71,197,59.2,28.8,1448.46
67.68,197,60.8,32,1450.13
67.65,197,58.2,35.2,1450.23
67.63,197,58.2,38.4,1449.97
67.61,197,59,41.6,1449.75
67.6,197,59.1,44.8,1450.84
67.6,197,60.2,48,1448.75
67.61,197,61.3,51.2,1449.21
67.62,197,61.2,54.4,1447.83
67.64,197,61.5,57.6,1452.81
67.66,197,59.2,60.8,1449.53
67.7,197,59.9,64,1450.81
67.73,197,58.2,67.2,1451.67
67.78,197,59.8,70.4,1452.51
67.83,197,59.5,73.6,1451.04
67.89,197,58.7,76.8,1447.34
67.95,197,61.2,80,1448.5
68.02,197,62.2,83.2,1452.52
68.1,197,60.2,86.4,1447.19
68.18,198,59.4,89.6,1448.11
68.27,198,60.2,92.8,1450.08
68.36,198,60.1,96,1450.76
68.45,198,60.2,99.2,1449.39
68.55,198,59.1,102.4,1449.46
68.66,198,58.6,105.6,1451.53
68.77,198,59.9,108.8,1450.7
68.88,198,60.2,112,1449.78
68.99,199,60.4,115.2,1447.58
69.11,199,58.3,118.4,1448.21
69.23,199,60.5,121.6,1450.55
69.35,199,61.1,124.8,1450.23
69.48,199,57.9,128,1449.41
69.6,199,60.6,131.2,1450.09
